,texto,sentimiento,texto_normalizado
2217,“@elmerengonbcn: @David_Busta La jefa manda”COMO LO SABES!!! ???,0,“ jef mand ” sab
8149,"No es por nada, pero extraño a Mangel, él y su edición tiene mucho que dar todavía",2,extrañ mangel edicion dar todav
10411,A Certain Romance tiene una de mis frases favoritas!!!! Gracias @rominapons por esa #Rolota #ViernesConRomina,2,certain romanc fras favorit graci rolot viernesconromin
3326,La reforma educativa no estará en marcha el próximo curso #wertenLaSER,0,reform educ march proxim curs wertenlas
13268,la mayoria de amigos han viajado a cancún... pasajes baratos o que onda? o yo soy misio y estoy en Lima,0,mayori amig viaj cancun ... pasaj barat onda misi lim
3583,Llegando!;-) http://t.co/jprBI7Vh,2,lleg ;-)
16896,"@miky_corregidor @iunida --> llevar a cabo, Pero vaya que IU lo está haciendo Genial, es Verdadera Izqda, y muy coherente, pero algunas cosa",1,--> llev cab vay iu hac genial verdader izqda coherent cos
16934,"@jordimun @albertolegr @iunida claro, también Keynes era un conservador capitalista, pero sabía que sin consumo no hay capitalismo!!",0,clar keyn conserv capital sab consum capital
3619,"Rusia y China ya hicieron lo mismo con Irak. Entonces, les acompañó Francia.",0,rusi chin hic mism irak entonc acompañ franci
6218,"En nuestro programa no aparecen ni las vacaciones gratis de amas de casa ni viviendas gratis, si ofrecemos un pacto por el empleo a todos.",0,program aparec vacacion gratis amas cas viviend gratis si ofrec pact emple
2468,los instrumentos se suben por las paredes... http://t.co/DfOWZBUM,0,instrument sub pared ...
12425,"@Claudiosk_23 aguanten las canas en los hombres, deja de negarte! lo de calvo si ta complicado... jajaja",0,aguant can hombr dej negart calv si ta complic ... jajaj
15777,"@TereRomgar Me refiero a q el @psoe que ha sido un partido de unidad de la izquierda, se divide en 2: el de R10 @UPyD y el de Patxi, Chacón",0,refier q sid part unid izquierd divid 2 r10 patxi chacon
8278,@andresajeno pero dígalo bonito. Ni regañe.,0,digal bonit regañ
15135,"explicadlo a la gente, más que nunca, para llenar las urnas con votos progresistas #conRubalcaba",2,explicadl gent nunc llen urnas vot progres conrubalc
5973,"Leo ""El Nombre de las Cosas"" del gran Fernando Beltrán. Altamente recomendable: una biografía poética.",2,leo nombr cos gran fern beltran alt recomend biograf poetic
10994,@tifuho ¿una funda asustadiza? Y su función...¿sobrevivir para luchar otro día?  ,0,¿ fund asustadiz funcion ... ¿ sobreviv luch dia
11864,"@cuervotinelli buenas noches !!, Que descanses... TE VEO HOY A LA NOCHE , Tqm beso ...",2,buen noch descans ... veo hoy noch tqm bes ...
3667,Poleito menta y a #yeswespainISDIFFERENTear !!!!! Ole!!;),2,poleit ment yeswespainisdifferent ole ;)
12475,@lorenacionaaaal jajaajja soy mas bueno aparte lo que yo haga o deje de hacer no tiene nada q ver con la persona que este jajaja es chica,0,jajaajj mas buen apart hag dej hac q ver person jajaj chic
5158,Buenos días a todos!,2,buen dias
7595,@sanchezcastejon Bien Pedro estamos con tigo TRANSPARENCIA con mayúsculas sobretodo. Man que le duela  algunos. ,2,bien pedr tig transparent mayuscul sobretod man duel
6977,Exaltación . El trono de @JuanMa_Moreno . Para ti Juanma que se que te estas acordando c/c @ManuelaVillena http://t.co/7bzlStvU,2,exalt tron juanm acord c c
10212,Parti 3 roscas diferentes y en las 3 me salio el niño!! Algo estoy haciendo mal,1,parti 3 rosc diferent 3 sali niñ hac mal
3423,"Merkel a China. Irán,Siria y sobre todo EU  http://t.co/4I92zIrK",0,merkel chin iran siri eu
10718,"@edu_rnieves Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés ",2,recom parec monoton capitul vuelv sub interes
8200,@oazamar Hahahaha no me enoja. Solo juego aunque es cierto,0,hahahah enoj sol jueg aunqu ciert
2409,Por hoy twitter off. Que mañana sea un buen día.,2,hoy twitt off mañan buen dia
3212,"Esas empresas ""modelo""? RT @m__jimenez: Google, Apple y Microsoft pagan impuestos mínimos fuera de EE UU http://t.co/zEjXMnof vía @el_pais",1,empres model rt googl apple microsoft pag impuest min ee uu
15313,GRACIAS a tods ls integrantes de @NNGG_Badajoz y @NNGGExtremadura x su colaboración en el mitin de @marianorajoy y @JAMonago #soislosmejores,2,graci tods ls integr x colabor mitin soislosmejor
5366,En unos minutos intervendré en la presentación de la candidatura del PSOE de Jaén. Os dejo con mi equipo. #hagamosjaen,0,minut intervendr present candidatur pso jaen dej equip hagamosj
13300,Bueno Bueno Nuevo año Espero q este año sea mejor q el anterior Y comenzare con ultra drivers,0,buen buen nuev año esper q año mejor q anterior comenzar ultra drivers
6594,Empieza la primera #huelgageneral con redes sociales. Veo q aqui se va a dar una batalla mas intensa que en las calles. Los tiempos cambian,2,empiez primer huelgageneral red social veo q aqui va dar batall mas intens call tiemp cambi
2895,¡¡¡buenos días twittercillos!! FALTAN 2 DÍAS PARA EL ESTRENO #yeswespainISDIFFERENT en PALMA!!! Entradas en http://t.co/Q9HzeyLP !!ole!,2,¡ ¡ ¡ buen dias twittercill falt 2 dias estren yeswespainisdifferent palm entrad
15655,"@marianorajoy .Se lo he escuchado a él mismo :"" #saldremos """,2,escuch mism saldr
1296,Antes de hacer #Twitteroff os deseo que paséis una Feliz Nochebuena y una estupenda Navidad. Que seáis felices... Y comáis perdices :-),2,hac twitteroff dese pas feliz nochebuen estupend navid felic ... com perdic :-)
11618,"@achocoblog oye, 7/8 no está nada mal ",2,oye 7/8 mal
3642,Aqui teneis a los amigos de #Grinan : Socios del exclusivo ‘fondo de reptiles’  http://t.co/iiSLmgow,0,aqui teneis amig grin soci exclus ‘ fond reptil ’
15851,"Chacon no sabe ni restar. 2011 - 2008 = 3. No 4 años, 3. Que han tenido que adelantar elecciones.... #psoe #20n",1,chacon sab rest 2011 2008 3 4 años 3 adelant eleccion ... pso 20n
13174,"Estoy a punto de comprarme EL VESTIDO para Año Nuevo, lo malo es que si lo compro los días que faltan me mataré haciendo cardio y abs",0,punt compr vest año nuev mal si compr dias falt mat hac cardi abs
15004,Coscubiela fa campanya a Sant Cugat per explicar les principals idees del programa dICV http://t.co/5dPHJzOv #20N c/@joan_calderon,0,coscubiel fa campany sant cugat per explic principals ide program dicv
9476,"@jarhatpacheco @TusquetsEditor @Planetadelibros @PlanetaLibrosCo encantada con tu reseña, leeré el libro",2,encant reseñ leer libr
10194,@futaztecadep Saludos al profe David y al @martinolimx! Feliz 2017 Maestros de la narración.. Carajo!!!! diría el Dr. Garcia,2,salud prof dav feliz 2017 maestr narracion .. caraj dir dr garci
15405,@Asoensation Hay muchas formas de romperles el espinazo a los especuladores. La historia financiera está llena de ellas. @iunida,1,much form romp espinaz especul histori financ llen
9062,"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",1,vid conspir injust jaj
16818,"La expresión de la manipulación informativa ,hoy en EL PAIS ,los mercados atacan #rebelate #túeliges DEMOCRACIA O MERCADOS @iunida",0,expresion manipul inform hoy pais merc atac rebelat tuelig democraci merc
16043,mi madre se a cargado mi sudadera nueva al lavarla ahora es #rosa como se nota que es de #UPyD jajajajaja,2,madr carg sudader nuev lav ahor ros not upyd jajajajaj
8549,"Aunque el día no empezó de la mejor manera, queda en uno decidir que tipo de día se quiere vivir.",0,aunqu dia empez mejor maner qued decid tip dia quier viv
16995,El domingo el país será dirigido por los ultra fachas. Después no os quejéis si votais a otras opciones que no son @iunida,0,doming pais dirig ultra fach despues quej si votais opcion
5451,El gobierno catalán sólo da dinero a las ONGs que hagan todo en catalan. La beneficiencia sí discrimina... @TelediarioInter 20:30,1,gobiern catalan sol da diner ongs hag catal beneficient discrimin ... 20:30
7161,AN juzga al miembro ETA Jon Kepa Preciado por presunta colaboración en 2003 en la colocación de un coche-bomba frente sede Iberdrola Bilbao,0,an juzg miembr eta jon kep preci presunt colabor 2003 coloc coche-bomb frent sed iberdrol bilba
10686,Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar,1,oye pon habl viej tiemp avis
7867,"@sportbloke @agarzon Jose, en España abunda esta fauna, mucho más que en otro países según parece https://t.co/SyCCaz8II7 ",0,jos españ abund faun pais segun parec
2743,Cuando era pequeña y me enteré que las películas eran dobladas tuve la misma sensación que cuando me enteré que los reyes son quienes son,1,pequeñ enter pelicul dobl mism sensacion enter rey
9468,Todo es tan triste y sombrío a veces...,1,tan trist sombri vec ...
10083,Ojalá me dijeran que estoy bonita tanto como se lo dicen a sergio quembidia pero esque esta hermoso unu,2,ojal dijer bonit dic sergi quembidi esqu hermos unu
13102,@clauchoarrionda pquno ladra y ls demas retwitean,0,pqun ladr ls dem retwit
9798,#EmpiezanLasPosadasY yo ya soy gordo,1,empiezanlasposadasy gord
11756,Nadie te vende un The Last of Us Remastered por menos de 60 dólares en esta cochina ciudad,1,nadi vend the last of us remaster men 60 dolar cochin ciud
4958,Llegando a casa... Abrazo para todos!,2,lleg cas ... abraz
14703,"@marianorajoy discúlpeme,pero no me refiero a lá ley o nuevas empresas,es a los ke ya estamos en lá uci.las grandes superfcs..sigue el comen",2,disculpem refier la ley nuev empres ke la uci.l grand superfcs .. sig com
10573,La verdad extraño mucho mi vida universitaria,1,verd extrañ vid universitari
6475,"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",1,leydetransparent opac restring polit econom monetari propied intelectual industrial alla estand europe
16494,@jerkoreka Por que no esta @amaiurinfo e @iunida en el debate a 3 de etb??que verguenza por dios.. @PPopular @PSOE @EAJ__PNV credibilidad 0,1,debat 3 etb verguenz dios .. credibil 0
7889,"#SofáDeEsperanza cual Pitonisa Lola: https://t.co/6RaMXaKcbm, @ccifuentes modo cani: https://t.co/yQ0roLYMRM. @ppmadrid se le va la campaña! ",1,sofadeesper pitonis lol
14903,#peleaporloquequieres ya ha conseguido 5mill. de parados. Si kieres mas #votaPSOE si quieres trabajo #sumatealcambio http://t.co/3Zd97Sjc,0,peleaporloquequier consegu 5mill par si kier mas votapso si quier trabaj sumatealcambi
8812,"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",1,mispropositosp 2017son busc mejor amig necesit algui nadi
11499,"Ensalada de Salmón, una de las ricas propuestas en el menú de hoy  
#MenuDiario #RestauranteCasinoLasPalmas https://t.co/tdhagu3Hgf",2,ensal salmon ric propuest menu hoy menudiari restaurantecasinolaspalm
492,"No os perdáis en el Prado el nuevo Bruegel ""la fiesta del vino ""Restaurado aquí Maravilloso. El vicio y la virtud siglo XVi. Tan moderno!!",2,perd prad nuev bruegel fiest vin restaur aqu maravill vici virtud sigl xvi tan modern
11692,"""Las cabezas se marean porque la Tierra gira muy rápido"" reflexión de la genia de mi hija (adoro la inventiva y la inocencia de su edad)",2,cabez mar tierr gir rap reflexion geni hij ador invent inocent edad
14294,"Hoy no es un día cualquiera, hoy cumplo 2 años con la mejor persona que la vida pudo darme.",2,hoy dia cualqu hoy cumpl 2 años mejor person vid pud darm
1116,En un rato en @mananascuatro. Seremos el Oráculo de Delfos de los secretos de Rajoy... @elisabeni debe saberlo todo...,0,rat oracul delf secret rajoy ... deb sab ...
5637,Huauchinango! Gracias x hacerme sentir tan querida 15.001 almas cantando juntas debajo d la lluvia!!!!! Conciertazo!!,2,huauchinang graci x hac sent tan quer 15.001 almas cant junt debaj d lluvi conciertaz
15717,Esperando para enviar mi voto (por supuesto a @conRubalcaba) (@ Oficina de Correos) http://t.co/RKlMYGUs,2,esper envi vot supuest oficin corre
1757,Buenos dias...  Hace un dia precioso..,2,buen dias ... hac dia precios ..
11487,"@LoretoBazo Stranger y Mr. Robot ya las he visto, pero eres la segunda que me recomienda The get down, así que a por ella voy, gracias! ",2,strang mr robot vist segund recomiend the get down asi voy graci
13241,"Sin duda, esta fue una noche buena, maravillosa. Compañía, comida y bebida, perfectas. Amo a mi familia.",2,dud noch buen maravill compañ com beb perfect amo famili
16180,Para echarse a temblar. A Rajoy le esperan los 100 primeros días de gobierno más dramáticos de la democracia http://t.co/p9Soyc8r #20N,2,echars tembl rajoy esper 100 primer dias gobiern dramat democraci
15400,"Senyor Rajoy, es tracta de facilitar la contractació i no lacomiadament! #psc #20N #noeselmateix",0,senyor rajoy tract facilit contractac i lacomiadament psc 20n noeselmateix
6590,Tiempos raros: las encuestas no anticipan los resultados y el gobierno no anticipa la reacción ciudadana. La democracia resiste. #29MHG,2,tiemp rar encuest anticip result gobiern anticip reaccion ciudadan democraci res 29mhg
16360,". @Cayo_Lara: ""podremos meter la pata, pero no la mano""",2,podr met pat man
16983,@GLlamazares En Extremadura sí lo es. Aquí llega muy tarde la intervención de @cayo_lara acompañado de feministas como Begoña Sanjosé,2,extremadur aqu lleg tard intervencion acompañ femin begoñ sanjos
7558,"@MasClaro13tv El @PSOE no tiene doble moral, tiene bipolaridad esquizofrénica respaldada por periodismo a sueldo ",1,dobl moral bipolar esquizofren respald period sueld
10693,"@KunMadera pues date unas cuantas horas, que es muy temprano ",0,pues dat unas cuant hor tempran
14313,"Que lindo el señor Gonzalo,invitandonos pollo a la brasa",0,lind señor gonzal invit poll bras
5241,"RT @muyinteresante: Esta madrugada se ha roto el glaciar Perito Moreno, tras un sonoro estruendo. ¿Quieres ver la foto? http://t.co/IWR3PqWM",1,madrug rot glaci perit moren tras sonor estruend ¿ quier ver fot
3644,“@GarciaAller: El País justifica así su articulo Chacón y Compañía del domingo pasado http://t.co/Xza1uiEv” Mas bien entona el mea culpa,1,“ pais justif asi articul chacon compañ doming pas
2783,"#Andalucia necesita claridad en sus cuentas, transparencia y rigor . Por eso es tan necesario #elcambioandaluz",1,andaluci necesit clarid cuent transparent rigor tan necesari elcambioandaluz
12002,@monica3310 @salocinuy Eso es bonito y le estás dejando a tus hijos lo más importante. Hago lo mismo con mi hija.,2,bonit dej hij import hag mism hij
13156,Cada dia se acerca mas la navidad agamos que todos los niños tengan un motivo x cual sonreir invitalo a tu casa*-*buenos dias!!!!,0,cad dia acerc mas navid agam niñ motiv x sonr invital cas buen dias
10662,La de las indirectas soy yo. Perdón.,1,indirect perdon
14279,"#PapáNoelYoQuiero que regrese, pasar los ciclos, y lo más importante, dinero pls ya mucho me enseñas la humildad",0,papanoelyoquier regres pas cicl import diner pls enseñ humild
1696,Visteis el especial?. Yo no me atrevì.. Jeje RT @CHICASLEYENDA: Valió la pena acostarse tarde por verte en la tele. @AlejandroSanz ETERNO,2,visteis especial atrevì .. jej rt val pen acost tard vert tel etern
5685,Podréis ver a Suite el 4 de abril en Mallorca en el festival Spring Meeting!!! Buenas noches.,2,podr ver suit 4 abril mallorc festival spring meeting buen noch
2295,Hizo buen Camerón huyendo de la euro cumbre antes de la debacle. Tenia razón es in pulso tripleA entre Alemania y gran bretaña,0,hiz buen cameron huyend eur cumbr debacl teni razon in puls triple alemani gran bretañ
5939,"El Gobierno de una tacada: extingue 24 sociedades públicas, suprime 9 fundaciones, desinvierte en 8, y comienza la liquidación en 13...",1,gobiern tac exting 24 sociedad public suprim 9 fundacion desinviert 8 comienz liquid 13 ...
7764,"Ahora ha salido el documento que acredita que los que eran antecesores del @PPopular fusilaron a Lorca por socialista, homosexual y escritor ",1,ahor sal document acredit antecesor fusil lorc social homosexual escritor
10245,Muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,2,much felic abraz mejor dese
9969,@juanchogerk9 lo peor es que mucha gente vive de vender juguetes y por esto este año les irá mal (día de reyes) todo el centro esta solo,1,peor much gent viv vend juguet año ira mal dia rey centr sol
11034,"@JohanaGonzalezD y mi pobre hija tragando, no es justo ",1,pobr hij trag just
3313,"Griñán da el paso y apuesta por Chacón, la policía saldrá de los #CIE y el hambre acecha en Grecia. http://t.co/uflrG2MD#portadaEPC",0,griñan da pas apuest chacon polic saldr cie hambr acech greci
4781,"Hoy,con Magnús Scheving( SPORTACUS EN LAZY TOWN)UN fenómeno q ha vendido su serie infantil a + d 100 paises! http://t.co/DmNRDUIs",2,hoy magnus scheving sportacus lazy town fenomen q vend seri infantil d 100 pais
8351,@WancitoCubero No se puede esperar que hablen como amigos de toda una vida si es la primera conversación,0,pued esper habl amig tod vid si primer convers
13317,"Fabiola dijo que le pida trabajo a su papa en su constructora , uhmm era que vaya",0,fabiol dij pid trabaj pap constructor uhmm vay
9785,Buenos días pipol ️ Voy de camino al doctor que me cuesta respirar :c sí muero en el camino recuerdenme  ya no aguanto la gripa >,1,buen dias pipol ️ voy camin doctor cuest respir c muer camin recuerdenm aguant grip
9916,"El ""In Memoriam"" de los Oscares va a estar muy cargado este año. Desde David Bowie en enero hasta Carrie Fisher en Diciembre",1,in memoriam oscar va carg año dav bowi ener carri fish diciembr
7606,"@inigocaravaca @andresysara10 @Albert_Rivera @PSOE @PPopular @ahorapodemos Sí,6000 millones defraudado del PSOE es astronómico. ",1,6000 millon defraud pso astronom
215,BUENOS DÍAS PARTY TIME!!!,2,buen dias party tim
11366,@MilfncokiesLoL @Paloma_EB el sábado o el viernes podría a lo mejor  Pero tengo que jugar durante la semana ,0,sab viern podr mejor jug seman
6708,No habrá subida del IVA y se recortarán  27.000 millones de euros.,1,sub iva recort 27.000 millon eur
14734,"“@eltormi: #Rajoy ""la dependencia no es viable"" la llegada del PP va a suponer recortes #laquenosesperasconelpp, vota PSOE”",0,“ rajoy dependent viabl lleg pp va supon recort laquenosesperasconelpp vot pso ”
8683,Bill Clinton ya está muy viejito,0,bill clinton viejit
16336,Después de la censura de @nanianorajoy llega @nanianolibre #bienvenido #20N,1,despues censur lleg bienven 20n
3483,Menuda cara de tonto se me queda cada viernes. Voy a la rueda del Consejo de Ministros y no me dejan preguntar. Ya ha ocurrido en 5 de 6,1,menud car tont qued cad viern voy rued consej ministr dej pregunt ocurr 5 6
7007,"Iba a decir algo del dominio público marítimo-terrestre, pero no sería justa. Lo dejaré para otra ocasión",0,iba dec domini public maritimo-terrestr just dej ocasion
5102,"RT “@sgueina: ""los españoles sabemos cumplir con nuestro deber y en nuestro diccionario no está la palabra huir"" #55díasenPekín ",2,“ español sab cumpl deb diccionari palabr huir 55diasenpekin
11624,Un AI The 100 sería lo mejor. ,2,ai the 100 mejor
6600,Claroo Que hay pero todavia no ;) RT @jdanilopez77: @AlejandroSanz Entonces queaa? Hay discoaa?,2,claro todavi ;) rt entonc quea discoa
3764,Coscu de IU/ICV/CHA rebate con datos la relación d paro y legislación. La mayor destrucción en Irlanda y autónomos con total flexibilidad.,1,coscu iu icv cha rebat dat relacion d par legisl mayor destruccion irland autonom total flexibil
14186,"@astrikiss jajajaja fácil,o derrepente ya nos lo cambiaron por uno nuevo",0,jajajaj facil derrepent cambi nuev
6411,Los primeros resultados en Andalucía se conocerán a partir de las 20:50.,0,primer result andaluc conoc part 20:50
13547,Desde hoy haré mejor las cosas,0,hoy har mejor cos
25,"#FF a ti, que deseas desesperadamente hacerme #FF, pero no lo haces por el qué dirán.",1,ff des desesper hac ff hac diran
16599,"@UPyD @ProyectoEquo Me gustaría saber qué puntos en común tienen y en qué otros difieren, ¿estarían dispuestos a trabajar juntos?",2,gust sab punt comun difier ¿ dispuest trabaj junt
10602,"@IvancitoMavelk no estaba de caliente, iba a componer algo con alguien",0,calient iba compon algui
11463,"@raquel_lpz Hola Raquel. Ya avisamos que por desgracia hubo un cambio de planes y no podrán venir en 2016, estamos intentándolo para 2017 ",1,hol raquel avis desgraci cambi plan podran ven 2016 intent 2017
7660,"#MálagaDebate Cumplir la Constitución ? El @PPopular debería repasarla, la tiene olvidada https://t.co/wuDAFdtSCJ ",1,malagadebat cumpl constitu deb repas olvid
15596,No había caído en que este finde son las elecciones :S no sé si estoy preparada para ver a ganar a #Rajoy vosotroshhhhhhhh sabeishhhhhh,1,caid find eleccion s se si prepar ver gan rajoy vosotroshhh sabeishhh
9745,"@GaCaela ya sé. No te vi en ésta, pero me contaron de ""la modelo se paseó desnuda como si nada"", y pensé en tu primera vez toda nerviosa",0,se vi esta cont model pase desnud si pens primer vez tod nervios
232,En alguna CA como Cataluña ni siquiera hay acto institucional en un día como hoy.No interesa recordar #LaConstitucionquenosUne,1,algun ca cataluñ siqu acto institucional dia hoy.n interes record laconstitucionquenosun
15419,"@terhesahello creo que el @PSOE explica muy bien las propuestas políticas de futuro en su programa, eso si, también hay que leerlo.",0,cre explic bien propuest polit futur program si leerl
6684,A las diez @EDCHrne habla @marcsala76 con @alegriamuda sobre Mario y autismo,0,diez habl mari autism
12064,"vamos armando el arbolito juntos, entre risas y todo. Que vida de mierda jamas pense esto jamas pense esto",1,vam armand arbolit junt ris vid mierd jam pens jam pens
11595,Pos yo tambien estoy triste ,1,pos tambi trist
12722,Creo que lo peor del trabajo es tener que sacarme los anillos y la pulsera,1,cre peor trabaj ten sac anill pulser
9172,"Sólo y triste bajo el sol en la playa busco amor debe haber un lugar para mí Gentes vienen, gentes van olas, agua, luz, y sal,,, la la la",0,sol trist baj sol play busc amor deb hab lug gent vien gent van olas agu luz sal
10848,"@juliojota96 Perdóname la maldad, Julio, que sabes q te quiero, pero borrándose del AMI se combate al menos a los separatas    ",2,perdonam mald juli sab q quier borr ami combat men separat
10040,"@NekoJitaBlog Yo por un bolillo con mayonesa, huevo, frijoles y mucho chile... Ahhhh... es un antojo muy malo...lo sé...",1,bolill mayones huev frijol chil ... ahhh ... antoj mal ... se ...
11909,"@MariaPa24288607 @LuzanaftAlex @doblasqueen_ Y creo que sera mejor si solo estas con ella , y lo se, soy fria, pero te pido perdón",0,cre ser mejor si sol fri pid perdon
14711,"#nomeolvido d que @PSOE y @PPopular no son lo mismo.. pero nos tratan igual.. Uno roba y el otro mas. y solo saben decir--> ""Y tu mas""",1,nomeolv d mism .. trat igual .. rob mas sol sab dec --> mas
8585,Acabo de recordar que existen los queques navideños y ya casi es diciembre para verlos por todo lado,2,acab record exist quequ navideñ casi diciembr verl lad
13803,@PaIestina @CDPalestinoSADP @arayamas @mauroabughosh @palestinalibre quiero un polo así,0,quier pol asi
15370,.@cayo_lara dice que con el la reforma fiscal se puede hacer economía productiva frente a la especulación de PSOE y PP. #eligeIU,0,dic reform fiscal pued hac econom product frent especul pso pp eligeiu
13718,Dios guarda para mi lo mejor por que mi fe en el siempre perdurara por la eternidad. Quien busca encuentra y no se conforma con poco.,2,dios guard mejor fe siempr perdur etern busc encuentr conform
6615,Ambiente en Gran Vía http://t.co/2DWu1pi4,0,ambient gran via
14813,"@mariviromero @igfenoll @ivangeba @ppopular Aunq llegareis para dar confianza y bajar esa prima..Ya se nota hoy, a 3 días d vuestra mayoría.",2,aunq llegareis dar confianz baj prim .. not hoy 3 dias d mayor
1102,En el acto de ahora estaran Zapatero y Caamaño.,0,acto ahor estar zapater caamañ
3276,"El CE aprueba pacto fiscal y fondo rescate permanente. Además,acuerda usar fondos comunitarios para apoyar a Pymes y fomentar empleo juvenil",2,ce aprueb pact fiscal fond rescat permanent ademas acuerd usar fond comunitari apoy pymes foment emple juvenil
5345,La portavoz del CGPJ: 'Las víctimas no pueden condicionar el proceso con ETA'. Es que no me lo puedo creer que la señora Bravo diga ésto,1,portavoz cgpj victim pued condicion proces eta pued cre señor brav dig esto
14024,Cristalito me regalo una piedrita bonita y me la olvidé en hco,0,cristalit regal piedrit bonit olvid hco
16239,"¿No os da,sencillamente,miedo? A mi si: ¿Botella de presidenta regional y Aguirre a la alcaldía de Madrid? #20N http://t.co/OrVOMlFL",1,¿ da sencill mied si ¿ botell president regional aguirr alcald madr 20n
16454,@iunida ¿Cuál es vuestro programa respecto a la Renta Básica de Emancipación? #20N #elecciones,0,¿ cual program respect rent basic emancip 20n eleccion
12189,@rickymanjarrez miraré el programa completo y ya esta gracias me encanto lo que escribiste sobre marc y jlo en la foto q RT Gracias!!,2,mir program complet graci encant escrib marc jlo fot q rt graci
8387,@daviiidez Felicidades!! Yo ni esperanza de ser tío tengo Lo mas cercano es la hija de mi prima!!,2,felic esper ser tio mas cercan hij prim
8836,"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",1,mio peor andar dos telefono pod revis tw fb ig
11478,"@jose97angel el canal de ""Global Talents"" suele ser rápido en subir actuaciones, valoraciones, previos, y resultados...   ",2,canal global talents suel ser rap sub actuacion valor previ result ...
11309,@miradadelaluna @FinisimaPersona lo vi antes y pensé que era brom si yo fuera mejicano lo construía delante de Tejas  o más. Saludos.,1,vi pens brom si mejican constru delant tej salud
11768,@Srita_PelaeZ No Es por Nada bebe Pero estoy Dispuesto a Dar todo mi kokoro por vos mi amor,2,beb dispuest dar kokor vos amor
11223,"@plsnomoredrama @Joseemiii @IsaMeseguerMtz @svvvdbxxy normal, con esa cara que tienes Alexia ",0,normal car alexi
12513,"@mister__lemon Excelente idea. O, por lo menos, que no pudieran hablar más de una hora",2,excelent ide men pud habl hor
13165,"Hoy estoy muy feliz! Podre subir videos de nuevo, mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",2,hoy feliz podr sub vide nuev grabador da error volver sup event 1000
17062,"Definitivamente y después de pensármelo mucho no iré a votar, a mi tampoco me representan, lo siento por @iunida , un voto menos",1,definit despues pensarmel ire vot tampoc represent sient vot men
2207,RT @maycrespo: @AlejandroSanz MIRARLO Y PASARLO PORFA Rprodciendo ete vdeoclip sguimos obtenendo (cont) http://t.co/5oGykOvp,0,mir pas porf rprodc ete vdeoclip sgu obtenend cont
4552,Por eso no queria dejarla abandonada en el desierto de las canciones muertas. RT @RoberttoRuben: @AlejandroSanz ... http://t.co/aNKndtev,0,queri dej abandon desiert cancion muert rt ...
4402,Enhorabuena @igonzalezPP . Nuevo miembro del Comité Ejecutivo Nacional,2,enhorabuen nuev miembr comit ejecut nacional
7396,@logitecnullnet @Pablo_Iglesias_ las trampas esta claro q triunfan en PPSOE pero no en podemos me alegro por ello ,1,tramp clar q triunf ppso pod alegr ello
3718,"He dicho tradicionalmente, no siempre. Pero bien puntualizado RT @SerranoAlfonso: mira el primero tras victoria 96 ;-)",2,dich tradicional siempr bien puntualiz rt mir primer tras victori 96 ;-)
972,Le toca el turno a Duan (CiU) #investidura,0,toc turn duan ciu investidur
4579,Apuesta del @ppandaluz por la justicia @antoniosanz http://t.co/8TwBOSSx #elcambioandaluz,2,apuest justici
6517,"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. http://t.co/jo8CjhHK",1,aleman d normand mil d chic d 19 20 q mat mur creyend q aviacion bombard nuev york
719,Aquí os dejo la portada de hoy viernes 16 de diciembre. Saludos a todos http://t.co/Ko0yl9xX,0,aqu dej port hoy viern 16 diciembr salud
6156,Anda! Te pones un parche magnético en la piel y vibra cuando se recibe una llamada en el móvil. http://t.co/BDhLtz3B”  !! Que disparate!!,1,anda pon parch magnet piel vibr recib llam movil
16620,Votar a IU es lo más responsable para parar a la derecha #TúEliges #Rebélate @iunida @cayo_lara http://t.co/vaChQtDV,2,vot iu respons par derech tuelig rebelat
12089,"recuerdo el dia inesperado en que partiste, dejando todo sin voltear atrás te fuiste",1,recuerd dia inesper part dej volt atras
2803,"En cuerpo, llegando a @ABCPuntoRadio para la tertulia de @elcontrapunto ... pero en alma, en el homenaje a Público #porquePublicohacefalta",2,cuerp lleg tertuli ... alma homenaj public porquepublicohacefalt
2566,Por qué? Por qué? Por qué? Por qué? #Pepebotadeoro,0,pepebotadeor
4025,Os dejo el cartel de la Semana Santa de 2012 #SemanaSanta12 #sevillahoy http://t.co/nrlCpKxt,0,dej cartel seman sant 2012 semanasant 12 sevillahoy
6199,"Esta noche estaré en @59_segundos. Hablaremos de Matas, las elecciones andaluzas y asturianas, Guerrero y su chófer...",0,noch habl mat eleccion andaluz asturian guerrer chof ...
8225,Estos panes integrales de #ProsanaFoods están riquísimos. Disponibles hoy! Más información en…,2,pan integral prosanafoods riquis dispon hoy inform …
