,texto,sentimiento,texto_normalizado
5505,"A las 3 en @A3noticias, el consejo de ministros aprueba la dación en pago, con condiciones. Os explicaremos cuáles son esas condiciones",2,consejo ministro aprobar dacion pago condición explicaremos cuales condición
6855,A partir de  las 12:35h estoy en programa @protascat en @ABCPuntoRadio con @oriolclavell,0,partir h programa
6762,“@NoeCrespo2: @David_Busta Un saludo porfa a los que estamos ahora en Los Corrales De Buelna en la marcha solidaria contra el cancer.”ABRAZO,2,“ saludo porfa ahora corral buelna marcha solidario cancer”abrazo
5300,"Los 2 españoles ""Jóvenes líderes mundiales"" del WEF: @EduMadina y Álvaro Fernández, CEO de SharpBrains. Felicidades!",2,español jovenes lideres mundial wef alvaro fernandez ceo sharpbrains felicidad
13807,No te diré porque duele tanto sé que no quieres saber lo que pienso ni lo que diré ni mis motivos Tu eres realmente bueno para mi,0,dire dolar querer saber pensar dire motivo realmente bueno
320,Que bien esta @icacabelos en el @TelediarioInter enhorabuena pelirroja!,2,bien enhorabuena pelirrojo
7136,Mañana participo en la visita que Su Alteza Real El Príncipe de Asturias realizará al Escuadrón de Apoyo al (cont) http://t.co/EKDHwAKo,0,mañana participo visita alteza real principe asturias realizar escuadron apoyo cont
1371,"Busquen ""Nadie respeta la cultura de un país que lidera las descargas ilegales""en (cont) http://t.co/VXVhIZnC",1,buscar nadie respetar cultura pais liderar descargas ilegalesen cont
16928,@AzaelBR @iunida claro!! Eso es justicia!! Como son pocos pues les pedimos el dinero q han ganado trabajndo y qnos mantengan al 96%!!,0,   claro justicia pues pedir dinero q ganar trabajndo qnos mantener
2654,El Gobierno reclama a Cuba la liberacion de todos los presos politicos tras la muerte de uno de ellos q estaba en huelga de hambre,1,gobierno reclamar cuba liberacion preso politicos tras muerte q huelga hambre
9100,"@Ka_Arroyo_ jajaja yo nunca spoileo, eso lo odio pero le recomiendo no meterse a Tw mañana",2,jajaja nunca spoileo odio recomendar meterse tw mañana
12481,Encima tengo muchas fotos juntos,0,encima tener foto junto
3398,"Localizado el cuerpo de Rodrigo Maseda en la playa, otro de los héroes policiales de Orzán",1,localizado cuerpo rodrigo maseda playa heroes policial orzar
10244,El sueño mas hermoso que he tenido. #nomequeriadespertar,2,sueño mas hermoso tener nomequeriadespertar
8533,Bonito cuando pasan a fumigar,1,bonito pasar fumigar
12352,"@cuervotinelli Buen día P@!!, Excelente Jornada de Viernes, TE VEO HOY A LA NOCHE  !!",2,buen dia p excelente jornada viernes ver hoy noche
13454,"Siempre me tengo que enamorar de alguien en el micro y cuando me bajo, despedirme es lo más doloroso",0,siempre tener enamorar alguien micro bajo despedirme mas doloroso
12605,@maxicarroz Hola! Lo armaremos en las próximas semanas y les daremos instrucciones por aquí o por el mail que dejaron en el cuestionario,0,hola armar proximas semana dar instrucción aqui mail dejar cuestionario
15018,Asistiendo sin comerlo ni beberlo a un miting del #pp en mi calle,0,asistir comerlo beberlo miting pp calle
926,Rajoy se compromete a suprimir las pre-jubilacionesacercar y a acercar  la edad real de jubilacion a la legal  #investidura,2,rajoy comprometer suprimir prejubilacionesacercar acercar edad real jubilacion legal investidura
244,El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ,2,museo cueva nerja abrir prevision visita año
7470,"@CiudadanosCs @Albert_Rivera @HoyPorHoy dependen de paguitas, quito de aquí y pongo allí , que esto ya nos suena en Andalucía . ",1,    depender paguitas quito aqui pongo alli sonar andalucia
8208,"@Randalljr11_ wooo messenger era lo mejor, el zumbido es y será el mejor invento de la vida, lo extraño",2,wooo messenger mejor zumbido sera mejor invento vida extrañar
143,... Y Rafa saluda a todo el equipo argentino. Qué talla de campeón!!,2,rafa saludar equipo argentino talla campeon
5983,Julian Assange se presentará a las elecciones al Senado australiano en 2013 - http://t.co/KbrTfQal,0,julian assange presentar elección senado australiano   
8152,Estoy viviendo en un ciclo rarisimo en el que pienso que es Viernes desde el Domingo.Ya este es mi tercer viernes de la semana,0,vivir ciclo rarisimo pensar viernes domingoya tercer viernes semana
2363,Guindos propone controlar a las autonomías y Montoro le matiza. http://t.co/x5xsRBwD Ya me extrañaba a mi!!,0,guindo proponer controlar autonomias montoro matizar
17001,"@miky_corregidor @albertolegr @iunida de hecho hay que impedir el fraude, que es dinero que sí se fuga, a paraísos. Que se pague lo que toca",0,    hecho impedir fraude dinero si fuga paraisos pagar toca
129,Recién llegada a Madrid!!por fin en casitaaa pero que frío!!No me quiero ni imaginar como hará en la sierra y mas cuando sea de noche....,0,recien llegada madridpor fin casitaaa friono querer imaginar har sierra mas noche
1161,Jajaja!! ,2,jajaja
12389,@nunez_rodrigo @SushiPopARG Hola Rodrigo! Por favor envianos tu mail de usuario y te derivamos con el equipo de atención al cliente.,0,   hola rodrigar favor envianos mail usuario derivar equipo atencion cliente
4282,"“@annabosch: Cameron intentado equilibrio entre el pragmatismo del ""juntos somos más fuertes""con emoción por ""casa común y viva, adaptable""”",0,“ cameron intentado equilibrio pragmatismo junto mas fuertescon emocion casa comun viva adaptable ”
5953,"Estas mas seria que una papa al borde de una sarten? RT @sambitah: @AlejandroSanz yo no sonrio, ni porque es mi cumpleaños :(",1,mas serio papa borde sarten rt    sonrio cumpleaños
287,RT @alopezmillan: @mariviromero octava polīticamcon + seguidores en twitter en España. @agarzon decimotercro. http://t.co/uAXYtJI2 vía @ ...,0,   octavo polīticamcon seguidor twitter españa decimotercro
9823,@iFabilalala Deja de burlarte de mí NO :; pero si me fue bien y aprendì mucho Ademàs tengo salud y màs cosas maravillosas jajaja,2,dejar burlarte si bien aprendì ademàs tener salud màs cosa maravilloso jajaja
11154,quién se viene conmigo mañana a beber a embarca ?? ,0,venir conmigo mañana beber embarca
5308,Qué soledad la de Andalucía. Única voz disidente. Único voto en contra en el Consejo de Política Fiscal. Y Montoro cuestionando ...,1,soledar andalucia unica voz disidente unico voto consejo politica fiscal montoro cuestionar
10069,@EverCufl Ay que grosero eres conmigo,1,ay grosero conmigo
10681,@EduGalan14  Jaja.Es de bien nacidos ser agradecidos que diría aquel.Tiene el récord de puntos del VCF.Creo q cumplió con lo que había.,2,   jajaes bien nacido ser agradecido diria aqueltiene record punto vcfcreo q cumplio habia
15707,"la, son ti o #21N e estás arrepentido de votar @psoe , o #20N vota a @obloque #euBNG #aritmetica20N http://t.co/GMOJmmc2 via @unchiopolobng",1,n arrepentido votar    n votar eubng aritmetican
15809,@conRubalcaba Quiero dar las gracias a la Catalunya progresista que ha permitido el Estado social que tenemos. #noeselmateix,2,querer dar gracia catalunya progresista permitir social tener noeselmateix
8682,@RacheliuxCastro @jkriptos tenemos pendiente un vacío whisky y habanos. Como que este fin complicado,1,   tener pendiente vacio whisky habano fin complicado
1170,Hoy dos Plenos (@ Ayuntamiento de Málaga) [pic]: http://t.co/9jdWZC1H,0,hoy dos pleno ayuntamiento malaga pic
15549,Necesitamos un gobierno Popular para salir de la crisis @gonzalezpons @BelenHoyo @JuananSanzNunez @PPopular @PP_VAL,0,necesitar gobierno popular salir crisis     
10375,@puntoguionpunto ando bien porque nunca sentí nada. Pero estaban bien ricos porque tenían chispitas.,2,andar bien nunca senti bien rico tenian chispitas
10935,"gracias por ser mi sorpresa y ser tan genial, nos vemos pronto seguro @AntonLofer ",2,gracia ser sorpresa ser tan genial ver pronto seguro
6793,"Vale, lo reconozco, odio madrugar... http://t.co/I52xk0so",1,vale reconocer odio madrugar
13591,"Estimada @evaayllon, reciba un cordial saludo, nosotros somos el 1er Centro de Ozonoterapia en el Perú, contamos con muchos tratamientos",0,estimada recibir cordial saludo er centro ozonoterapia peru contar tratamiento
1859,"¡Feliz día de Reyes! Mi artículo en LA GACETA: ""Las galletas de Soraya"" | Intereconomía | 683277 http://t.co/1we9MPLE vía @intereconomia",2,¡ feliz dia rey articulo gaceta galleta soraya intereconomia   
11284,mi hermana kylie la vasca como la echo de menos ,1,hermana kylie vasco echo menos
14803,The Times: los mercados atacan España después de que @marianorajoy fuera incapaz de explicar como recuperaría la economía #20n,1,the times mercado atacar españa despues incapaz explicar recuperaria economia n
11786,No soy muy de los gatos pero hay uno amarillo que siempre me visita cuando estoy tristón,2,gato amarillo siempre visita triston
6782,Naturaleza!  #Hipstamatic #JohnS #Blanko http://t.co/X1cLQQqh,0,naturaleza hipstamatic johns blanko
13900,@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti,2,si bueno gusto buscar persona gustar interpretacion cosplay gracia
11290,Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal ,1,ayay querer grrabar trocito drown ukelele tener quedar precioso tener voz fatal
12130,@MorochitaTonta @FabiolaCintron porque hacerte daño tu misma,0,   hacerte daño mismo
3121,"Buenos días desde Milán,feliz sábado para todos twitteros .",2,bueno dias milanfeliz sabado twitteros
8580,Yo hasta ahora veo el vídeo del pingüino no lo puedo creer. ¿Es normal que esté tan triste? Díganme que ustedes también lloraron.,1,ahora ver video pinguino puedo creer ¿ normal tan triste diganme ustedes tambien llorar
1311,Feliz noche a todos y feliz Navidad.,2,feliz noche feliz navidad
1032,"Antigüedad se lleva un café al escaño para seguir intervención de Ana Oramas, en este momento. Rajoy contestará en bloque a todo el G.Mixto",0,antiguedad llevar cafe escaño seguir intervencion ana oramas momento rajoy contestara bloque gmixto
8340,En paseo hay un raptor 700R special edition a $ 12 000 y es una BELLEZA . Lástima que no tengo $ 12 000,2,paseo raptor r special edition     belleza lastima tener   
11918,@Martinchok Felicitaciones por ese hijo maravilloso que Dios te dio,2,felicitación hijo maravilloso dios dar
6383,... e incluso al 12% de -arrf unm auo mmg ggn-,0,incluso arrf unm auo mmg ggn
7911,"@CsLaRioja @CiudadanosCs Parlamento de La Rioja  Ayuntamientos de Logroño, Calahorra, Arnedo y Villamediana de Iregua http://t.co/rcrjXmPn52 ",0,   parlamento rioja ayuntamiento logroño calahorra arnedo villamediana iregua
931,.@MarianoRajoy Cuando las nubes ocultan el cielo... somos incapaces de ver otra cosa incluso de imaginar q puedan desaparecer. Desaparecerán,1,nube ocultar cielo incapaz ver cosa incluso imaginar q puedan desaparecer desapareceran
691,"Un placer! “@nachomostazo: Gracias por jornadas de Dirección de Campañas Electorales en #IESEcampañas, @jgespartero”",2,placer “ gracia jornada direccion campaña electoral iesecampañas ”
12462,@MartinParedes90 No hay necesidad. Hay un par de trucos que te permiten verlos. Claro q para eso te tiene q interesar @mister__lemon,0,necesidad par truco permitir verlos claro q tener q interesar
6365,"“@evalovemusic1: @David_Busta madre de dios, se me hace raro unir bustamante 30 años jaja”YA SOMOS DOS!!! jajajaja",2,“ madre dios hacer raro unir bustamante año jaja”ya dos jajajaja
1909,RT @KarmaPe: RT @manolo_baron: Oferta de trabajo en #Antequera: Comercial del Sector de Deportes: http://t.co/ISnydSES,0,rt oferta trabajo antequera comercial sector deporte
9022,"El tren cada media hora es un mito urbano, no ha pasado el de las 9",0,tren cada media hora mito urbano pasar
15883,@iunida al poder económico no le tiemblan las piernas ante nada. ¿O es que no lo estáis viendo?,2,poder economico temblar pierna ¿ estais ver
15943,Dile a @conRubalcaba que la conciliación entre trabajo y familia no es cosa solo de mujeres #queconcilienloshombres,0,dile conciliacion trabajo familia coser solo mujer queconcilienloshombres
16627,@MarcosSanchezSi @pedroj_ramirez Al PP le sobrarán votos. Para acabar de hundir esa ruina para España llamada PSOE tiene que crecer @UPyD,0,   pp sobrar voto acabar hundir ruina españa llamada psoe tener crecer
44,El post de hoy en mi blog http://t.co/nzhcgrxn,0,post hoy blog
3939,"Me reafirmo, día histórico, el supremo defiende derechos fundamentales. Menos mal",2,reafirmar dia historico supremo defender derecho fundamental menos mal
11744,"@ElianaEche24 q lindo momento Eli, y a q full conocer gente como vos!! de verdad, gracias por la buena onda de sieeeempre sos lo +",2,q lindo momento eli q full conocer gente vos verdad gracia bueno onda sieeeempre sos
7109,Buenos dias amigos! Hoy empezamos el dia muy animados!! Un poquito de gym y esta noche #Quitateeltop en gh! Abrazos,2,bueno dias amigo hoy empezar dia animado poquito gym noche quitateeltop gh abrazo
10987,@ManuelIzquier14 en septiembre limitan el horario de toboganes pero las piscinas siguen abiertas hasta noviembre ,2,septiembre limitar horario tobogán piscina seguir abierto noviembre
4319,"""Al ser el riesgo de despido muy reducido, se desincentiva el esfuerzo"", según Memoria del decretazo. @estradaamparo http://t.co/cljL3tR9",1,ser riesgo despido reducido desincentivar esfuerzo segun memoria decretazo
2965,Fotogalería de las escenas del juicio a una era. Los trajes de Camps no eran solo una prenda. http://t.co/b1I3YSr5,0,fotogaleria escena juicio traje camps solo prenda
3969,La verdad es que hacía muchos años que no escuchaba tantas medidas concretas para salir de la crisis. Las acabo de oir de @FatimaBanez,2,verdad hacia año escuchar medido concreto salir crisis acabo oir
9380,"@Lauentuiter Está sensacional, gracias por compartir y lo mejor para ti en 2017",2,sensacional gracia compartir mejor
16028,"@conRubalcaba Tengo fe en que algún día, las almas pedirán venganza. #11M #PSOE",0,tener fe algun dia alma pediran venganza m psoe
11793,"Para Enamorarte ya salio!!!! pero no me deja verlo @ToyotaLatino @CNCOmusic AIUDA!!! no quiero ver el vídeo en partes, lo quiero entero!",0,enamorarte salio dejar verlo    aiuda querer ver video parte querer entero
15395,"Un programa tan bueno como el de IU y se jode con gestos y declaraciones q no me esperaba,dudo de q sea muy anticapitalista// cc @cayo_lara",1,programa tan bueno iu joder gesto declaración q esperabadudo q anticapitalista cc
7479,@agarzon y a Barcelona vienes próximamente?? ,0,barcelona vienes proximamente
10267,Quiero ser flaca y bonita,0,querer ser flaca bonito
6309,Feliz!! #yeswespain y #yeswespainISDIFFERENT han superado los 150.000 espectadores!! Gracias a todos!!,2,feliz yeswespain yeswespainisdifferent superar espectador gracia
4159,"Y mi preferida , la tengo de salvapantallas en el móvil! http://t.co/CooE4jMs",2,preferido tener salvapantallas movil
3092,@JuanraLucas @turbutopico @fgarea @alejandramarpor @latanace El domingo me pongo con la siguiente. Vais a faltar algunos imprescindibles!,0,      domingo pongo siguiente vais faltar algún imprescindible
13972,Creo que soy muy rencorosa,1,creer rencoroso
7955,"@josecdiez no se esfuerce tanto, el @PSOE es ya un partido residual... ",1,esforzar partido residual
5555,Arzak... Nunca he flipado tanto como con aquella doble página. #ganasdellorar,2,arzak nunca flipar aquel doble pagina ganasdellorar
3982,"Importante ""detalle"" de la reforma laboral: el despido de referencia será el de 20 días http://t.co/YpHR61BM",1,importante detalle reforma laboral despido referencia sera dias
11810,"Me propuse dejar las redes, las salidas & estudiar para historia jaja! Ay que raro suena todo esto je",0,proponer dejar red salida estudiar historia jaja ay raro sonar je
6941,"Enhorabuena a Policía Nacional por desmantelar en Madrid 2 talleres de falsificación de documentos y ""maquillaje"" de vehículos de alta gama",2,enhorabuena policia nacional desmantelar madrid taller falsificacion documento maquillaje vehiculos alto gama
1404,De Guindos cifra en 4.000 millones de euros el ajuste que el gobierno presentará este viernes. @TelediarioInter 20:30,2,guindo cifra millón euro ajuste gobierno presentar viernes
3195,Hasta mañana a todos... o hasta dentro de unas horas más bien.,0,mañana dentro horas mas bien
11231,@soryrahe_ @Tengo_Mas_Razon Por favor xikos eso lo hablais en privado vale? ,0,   favor xikos hablais privado vale
12232,Esto de tener un hijo ya grande es una ventaja .... lo podes mandar a la sociedad a buscarte los remedios ... cco @nicolascabrera4,2,tener hijo grande ventaja podes mandar sociedad buscarte remedio cco
11598,@WgWillyG el mejor bae que he tenido ,2,mejor bae tener
969,"Tanto recortar, Rajoy va a empezar por las consonantes. Se salta una de cada dos. (le he dao, senao)",1,recortar rajoy va empezar consonante saltar cada dos dao senao
14515,"Despues de muchos años, pudimos reir por un buen par de horas..",0,despues año poder reir buen par horas
6544,Alarmante índice de ejecuciones en los escasos países que aplican la pena capital http://t.co/Ow0gpFTA vía @amnistiaespana,1,alarmante indice ejecución escaso paises aplicar pena capital
9118,@conejoceni01 dígame que no es caro porque ya estoy bien pobre,0,digame caro bien pobre
10077,"@aimeraus @GLaveaga @debatelibros No, no sabía que existía, lo leeré ya acabaste el primero?",0,    sabio existia leere acabar primero
2843,"Feijóo (PP) desea que el exministro del @PSOE José Blanco ""quede exento de responsabilidades"" en el #casoCampeón. Entrevista a @servimedia",2,feijoo pp desear exministro jose blanco quedar exento responsabilidad casocampeon entrevista
2851,"La entrevista de hoy en la COPE RT @Alvisepf Compañeros, os dejo la entrevista q @Tonicanto1 hizo esta mañana en COPE: http://t.co/qq7jWjMF",0,entrevista hoy cope rt compañero dejar entrevista q hacer mañana cope
14735,@reyesmontiel @Equo_Valencia yo no paro de oír a @marianorajoy decir que las cosas de harán bien y como Dios manda. ¿pero que cosas?,1,   paro oir decir cosa har bien dios manda ¿ cosa
15217,@conRubalcaba porque no se habla de lo que se haría si se ganase en vez de lo que hará el contrario si llega al poder?,1,hablar haria si ganar vez har contrario si llegar poder
5956,Exactamente. Ahi se fraguo el rock Andaluz como movimiento RT @7art_films: @AlejandroSanz @manuelatoco13 plaza ... http://t.co/gLn42uyG,0,exactamente ahi fraguar rock andaluz movimiento rt     plaza
12657,Necesito unas tortas fritas de mi suegraaa.,2,necesitar torta fritas suegraaa
14921,"El 20 N el voto útil para parar la mayoría absoluta del PP es .@iunida , ¿quieres pruebas? Aquí las tienes: http://t.co/LRgFMTUC",0,n voto util parar mayoria absoluta pp    ¿ querer prueba aqui
4471,(2)Si Rajoy le hubiera dado a Arenas poder en el partido ¿Qué pasaría si gana en Andalucía? Sería una alternativa.,0,si rajoy dar arena poder partido ¿ pasaria si ganar andalucia serio alternativa
15376,"quieren bajar las rentas de las clases más adineradas, contratos basura, menos derechos de los trabajadores, #MarianoNo, #conRubalcaba",1,querer bajar renta clase mas adinerado contrato basura menos derecho trabajador marianono conrubalcar
14362,"@SparkGuns @JuanetedeLolo Cuando sea mayor de edad y mi viejo me deje tomar con adultos, jajajajajajajaja",2,   mayor edad viejo deje tomar adulto jajajajajajajaja
1789,The Change-up: comedia para ver si no hay nada mejor que hacer http://t.co/UoQknpDH,1,the changeup comedia ver si mejor hacer
14804,"De izquierdas..., de derechas... No caigas enla trampa de PPSOEIU!! No nos gusta q nos etiqueten para mantener al votante en el redil. @UPyD",0,izquierdo derecho caigas enla trampa ppsoeiu gustar q etiquetar mantener votante redil
2059,"En quince minutos estaré en el debate de @mananascuatro con @mrtfernandez, @Federicoquevedo, Josemari Calleja y Montse Nebreda.",0,quince minuto debate    josemari calleja montse nebreda
7144,"A ver si lo entiendo:reunión de urg cn Wert y Mato, luego con Windows, Montoro y Soraya para hacer nota d prensa q te remite a final d abril",1,ver si entiendoreunion urg cn wert mato luego windows montoro soraya hacer nota d prensa q remitir final d abril
14752,"Belgica, França, Espanya, Itàlia, Grecia..Alemanya que sesmuny i en Duran dient que ell anirà a Madrid i li arreglaran #estemtontos #20n",0,belgica frança espanya itàlia greciaalemanya sesmuny i duran dient ell anirà madrid i li arreglar estemtontos n
1902,"enough today.. Una fecha para acordarse d los leales militares q sirven, a miles d kilómetros, la causa d España, su seguridad y su libertad",2,enough today fecha acordarse d leal militar q servir miles d kilometros causa d españa seguridad libertad
4686,"“@Vertele: Audiencias: ""Con el culo al aire"" sube y amplía su liderazgo y ""Tú sí que vales"" sigue segundo http://t.co/UgAAqOJs” Ouygrrrrrr.",2,“ audiencias culo aire sube amplia liderazgo si valer seguir segundo
16890,@AlbertoLEGR @iunida no seas demagogo. la rebaja fiscal a rentas altas ha hecho perder mucho más dinero que las subvenciones que dices...,0,   demagogo rebaja fiscal renta alto hacer perder mas dinero subvención dices
8091,"@ka2384 si el clima sigue así, una cobija es buena opción. Mentira, un vestido",0,si clima seguir asi cobija bueno opcion mentira vestido
4922,"Es en la entrevista de 24horas de TVE, a partir de las 22horas.",0,entrevista horas tve partir horas
6786,"Asistimos a una involución democrática, laboral, social y ahora fiscal. El PP está tensando demasiado la cuerda contra demasiadas personas.",1,asistir involucion democratica laboral social ahora fiscal pp tensar demasiado cuerda demasiado persona
15904,"ha sido una campaña muy dura, explicar nuestro programa, el del PP y lo que van a hacer, #MarianoNo, #conRubalcaba",0,sido campaña duro explicar programa pp van hacer marianono conrubalcar
9549,"@LupitaRojas13 ya flaca, ya estamos a mitad de semana, ves como se pasa rápido",2,flaca mitad semana ves pasa rapido
75,Detener la carrera nuclear de Irán debería ser una prioridad estratégica máxima para Occidente.,1,detener carrera nuclear iran deberia ser prioridad estrategica maxima occidente
2345,Analizamos ahora la propuesta de planes específicos de empleabilidad para mujeres que sufren discriminación #elcambioandaluz,2,analizar ahora propuesto plan especificos empleabilidad mujer sufrir discriminacion elcambioandaluz
6448,El dia 2 de Junio tocare en el estadio Vicente Calderon para celebrar los 20 años de Cadena100 .. Me llevo toda la artilleria pesada. ;),2,dia junio tocar estadio vicente calderon celebrar año cadena llevar artilleria pesado
8431,Yo solo quiero dormir mas,1,solo querer dormir mas
8623,Que me han dicho tantas veces odiosa que a veces creo que si lo soy pero naaah soy un amor,0,decir vez odioso vez creer si naaah amor
4586,En @SextaNoticias estamos buscando a este estudiante agredido por un Policía en Valencia http://t.co/wJnwBuNO #Ayuda,1,buscar estudiante agredido policia valencia
16766,"Hola Carlos, soy tú dentro de 30 años. Tranquilo, hiciste bien votando a .@UPyD. Ya no hay 17 sistemas educativos distintos #cadavotovale",2,hola carlos dentro año tranquilo hacer bien votar sistema educativo distintos cadavotovale
11492,"Nunca vi a nadie gritar de terror ni saltar tanto en tan poco tiempo JAJAJAJAJAJAJAJAJAJAJAJAJA
P no soy cruel, fue con cariño ",1,"nunca ver nadie gritar terror saltar tan tiempo jajajajajajajajajajajajaja 
 p cruel cariño"
16222,El PP asegura que solo recortará por la linea de puntos. #20N http://t.co/1kY3zsAJ,1,pp asegurar solo recortar linea punto n
14582,Esperando que empiece la charla de @upyd en Valencia con @Tonicanto1 http://t.co/K7W0wWoW,0,esperar empiece charla valencia
1553,Pero alguien pensaba q no nos iba a tocar pagar los desaguisados de éstos que hemos echado? La cosa no ha hecho más que empezar. #2012duro,1,alguien pensar q iba tocar pagar desaguisado echar cosa hacer mas empezar duro
5874,Una sanidad impagable: cinco argumentos para aquellos que defienden el copago como algo inevitable http://t.co/2k44R8Mv,1,sanidad impagable cinco argumento aquel defender copago inevitable
8433,"Oiga @NarcosNetflix porque no me reviven a Escobar, pa que se ponga interesante la serie.! eh jajajaja ( es en serio)",1,oír revivir escobar pa poner interesante serie eh jajajaja serio
8976,"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",1,definitivo quedar campo ir tacares habia mentalizado queria ir percebe
14880,"Sigue en directo a partir de las 20:00 horas, el mitin de @marianorajoy en Sevilla. http://t.co/2kEYmBVP #sumatealcambio",2,seguir directo partir horas mitin sevilla
6198,Elorrio regula la tipología de las terrazas de los bares para «atraer al turismo» . El Correo http://t.co/QTnVS8vP vía @elcorreo_com,2,elorrio regular tipologia terraza bar « atraer turismo » correo
9170,Hoy le dí asesoría a 1 dude q qería recuperar a su ex. Cada q habla d ella se le ilumina la cara. Voy a hacer lo imposible pa q la logre.,2,hoy decir asesoria dude q qeria recuperar ex cada q hablar d iluminar cara voy hacer imposible pa q logre
13377,"@zombiepolares oye no, que feo",1,oír feo
5695,"gracias! Empezaba a pensar q me tenias manía o peor! Q no me ""ajuntabas"". Hahahaha ""@MonsieurSansFoy:  Lo tendrá su merced, pues lo merece.”",2,gracia empezar pensar q tenias mania peor q ajuntar hahahaha    tendra merced pues merecer ”
2941,"Q indecencia politica la de @mariojimenez que dice que hemos disfrutado con la crisis.... se nota q esta a pie de calle, se nota @debateAND",1,q indecencia politica decir disfrutar crisis notar q pie calle notar
16330,El filósofo Fernando Savater llama a votar a UPyD / 20N http://t.co/6N3tr14r Una gozada votar lo mismo q Savater y Vargas Llosa @UPyD,2,filosofo fernando savater llama votar upyd n
11914,"@nick_9995 @Gatugaga_ no pude ir a sus juntadas, estuve 4 horas afuera en médico y cuando llegué a mi casa, ya terminó todo espero (...)",1,   pude ir juntado horas afuera medico llegar casa terminar esperar
7382,@BobPopENELAIRE la diferencias entre Superman y Batman están claras. El primero es de @UPyD y el segundo del PP con cuentas en Suiza ,1,diferencias superman batman estan claro primero segundo pp cuenta suiza
15381,No merece la pena votar a ningún partido el #20N ninguno se ajusta a los que los ciudadanos queremos...,1,merecer pena votar ningun partido n ninguno ajustar ciudadano querer
1620,Hoy no amigos hoy un poco de familia mañana sera otro dia,0,hoy amigo hoy familia mañana sera dia
5578,"Tras la intervención de @Luis_Verde , hoy anfitrión @jfgesp #elcambioandaluz http://t.co/Xf8Prf7B",2,tras intervencion    hoy anfitrion elcambioandaluz
10339,"Al esperar ese mensaje Se decide cual será mi siguiente paso en el destino!,, que nervios",0,esperar mensaje decidir sera siguiente paso destino nervio
9994,"Chavos no quiero ser pesimista pero siento que el Kit no es pa'mi, ease qué no voy a ganar",1,chavos querer ser pesimista sentar kit pami ease voy ganar
7906,"@EsperanzAguirre y el @PPopular cargan contra @ahorapodemos cada día, pero no habla d su Gestión en Madrid http://t.co/OgtOkP7Vmk ",1,cargar cada dia hablar d gestion madrid
10288,"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k",2,contrario creer segun couchhhhhh debo hacer k
12587,"@cuervotinelli Papá se me esta complicando el trámite ..TE NECESITO MÁS QUE NUNCA.te juro que me siento re solo , quiero una familia",1,papa complicar tramite necesitar mas nuncate juro sentar re solo querer familia
9550,"@DrChaquirria Jajaja no es por simplona, pero no me gusta la coca regular",2,jajaja simplón gustar coca regular
14507,Mi hermano está templadaso y se me hace tan lindo,2,hermano templadaso hacer tan lindo
12569,"@_mariajosee_ Hola, te pedimos disculpas! Por favor envianos tu mail de usuario por MD para que verifiquemos qué sucedió. Saludos.",0,hola pedir disculpa favor envianos mail usuario md verificar sucedio saludos
6783,"Impresionante cristiano, Impresionante.",2,impresionante cristiano impresionante
14620,"@mariviromero @ivangeba @ppopular No lo estoy insultando. Me limito a calificar su comportamiento inaceptable. Cuanto peor, mejor.",1,    insultar limito calificar comportamiento inaceptable cuanto peor mejor
15711,"las mujeres no aceptaran retrocesos en las libertades ni en la igualdad, #MarianoNo, #conRubalcaba",2,mujer aceptar retrocesos libertad igualdad marianono conrubalcar
12190,Pensar en esa posibilidad nada mas me parte al medio y no quiero saber si llega a ser asi como me puedo llegar a poner,1,pensar posibilidad mas partir medio querer saber si llegar ser asi puedo llegar poner
1609,Acabamos de elegir la foto de portada de EM de mañana. La ocupa una persona con la que en 2011 he tenido una relación especial. ¿Quién?,2,acabar elegir foto portada em mañana ocupar persona tener relacion especial ¿
3096,Ahora en teledeporte Semifinales del Europeo de balonmano.....Dinamarca-España 17-15...Mn 42 Vaaaamosssss....!!!,0,ahora teledeporte semifinales europeo balonmanodinamarcaespaña mn vaaaamosssss
2415,"Como sabíamos todos, Fraga era un hombre de Estado y al final ha puesto a prueba los cierres de todas las redacciones http://t.co/8J9rdmZF",0,sabiamos fraga hombre final poner prueba cierre redacción
12518,@gustavohlopez Cebolla que use nuestra camiseta celeste abajo de la roja y uds. compren camisetas de los cuadros europeos para todos !!,0,cebolla usar camiseta celeste abajo rojo uds comprar camiseta cuadro europeos
2017,“@MarioTresemes: @Edurnity por diossssssssss!! me encantaaa!! quiero tocarrrrrrrlooo y espachurrarrloooo”jajjaja,2,“ diossssssssss encantaaa querer tocarrrrrrrlooo espachurrarrloooo”jajjaja
2971,Como se nota q hay partido ... paseando por la calle http://t.co/uaaKVkyG,0,notar q partido pasear calle
2931,Me cuentan q Entrecanales estuvo durísimo con ZP en la reunión d empresarios con el Gobierno.Él q pegó el pelotazo en Endesa gracias a ZP,1,contar q entrecanales durisimo zp reunion d empresario gobiernoel q pego pelotazo endesa gracia zp
